,phi0,mphi_phi0,A6_phi0,lambda6_phi0,dv,phi*,alpha
0,170000000000000.0625,(298.84558221489413232270692310343 + 0.0j),(1191.9666376884266697792695172294 + 0.0j),(1.5817263909832304019858924437629 + 0.0j),(0.002964953875617174922678601518647 + 0.0j),(169999999999874.96112189808614665 + 0.0j),(0.99999999999999999999980139098626 + 0.0j)
1,176224501537023.1875,(316.54328315285941181209085547205 + 0.0j),(1279.5403238539109327181472172045 + 0.0j),(1.4576648226789646751568680755289 + 0.0j),(0.003840355268597697915048031686077 + 0.0j),(176224501536886.46564065360304966 + 0.0j),(0.99999999999999999999977917092199 + 0.0j)
2,182676911423367.09375,(335.64624586488127586435937512548 + 0.0j),(1372.9983857630338705344883556582 + 0.0j),(1.3440231985953110890229614906675 + 0.0j),(0.0049987852074228261967055886723721 + 0.0j),(182676911423217.4186372098990882 + 0.0j),(0.99999999999999999999975374097074 + 0.0j)
3,189365574458270.125,(356.26167146388414754811274293425 + 0.0j),(1472.837004028569133808351148178 + 0.0j),(1.2398740540146935274733723417278 + 0.0j),(0.0065376295294946800647398740238651 + 0.0j),(189365574458106.0016486630152294 + 0.0j),(0.9999999999999999999997245944416 + 0.0j)
4,196299140983415.84375,(378.4985428834223946761115966361 + 0.0j),(1579.5585653787516102031662096353 + 0.0j),(1.1443536610418841160706130800985 + 0.0j),(0.0085881281821979811040950828871342 + 0.0j),(196299140983235.60394955466763061 + 0.0j),(0.99999999999999999999969117340985 + 0.0j)
5,203486578070284.03125,(402.47466006122921521940433144484 + 0.0j),(1693.7059141600861226650409613698 + 0.0j),(1.0566862689552277794832961434122 + 0.0j),(0.011328830626565837232418240213829 + 0.0j),(203486578070085.80988179868985202 + 0.0j),(0.99999999999999999999965281821579 + 0.0j)
6,210937181117120.53125,(428.31531529829193138049459460023 + 0.0j),(1815.8556870796906336633107327612 + 0.0j),(0.97616882018920438009581225153051 + 0.0j),(0.015002190121793610590222094462158 + 0.0j),(210937181116902.24621012613581339 + 0.0j),(0.99999999999999999999960877470098 + 0.0j)
7,218660585870526.375,456.15210483654257330299537971709,1946.612651172513838520331984017,0.90216129393678713313798237441634,0.019937736988536069692390103725003,218660585870285.70010682301842402,0.99999999999999999999955817650863
8,226666780887217.375,486.12777773457355619717190644042,2086.6323439369376222043350116223,0.83409070928836022321336296356618,0.026584147823306332250517782157743,226666780886951.71560891827233682,0.99999999999999999999950002813723
9,234966120452067.78125,518.39026063711760211285684666057,2236.5929373366851763066983570398,0.77143181816236346204284082510881,0.035552441692746112026329704771505,234966120451774.24247445406676007,0.99999999999999999999943317898288
10,243569337969140.875,553.10079119953285087403518969619,2397.2330151295162705811716548133,0.71371623034741740577721085715106,0.047676062490552162640249749896854,243569337968816.2290224866778045,0.99999999999999999999935630474937
11,252487559843027.9375,590.43005512113723674371407877883,2569.3333169127615647566306802085,0.66051846338560049800350544196259,0.064091152176188710003547060247338,252487559842668.58654056398188685,0.99999999999999999999926788930678
12,261732319868452.3125,630.55971303109439923225078204627,2753.7236871715483236143719337617,0.61145333581385090041670408421638,0.086348869235641715561654624210184,261732319868054.24498576020608036,0.99999999999999999999916617885791
13,271315574146745.3125,673.68551987700666914643469224947,2951.2972141878651256159291408402,0.56617403375295876487008459861154,0.11656700547505363519896362932746,271315574146304.0592171185040423,0.9999999999999999999990491622159
14,281249716548480.15625,720.01539870943958334397696871228,3163.0011998046165385295361520441,0.52436514207495053252644268835816,0.15763858835496162930146901271351,281249716547990.73468783806921491,0.9999999999999999999989145200948
15,291547594742265.6875,769.77248026012668404179155923799,3389.8509361203037518681878116454,0.48574129539483693121260187346937,0.21351700405480031776518725791598,291547594741722.5493906887453195,0.99999999999999999999875958486602
16,302222526810434.0625,823.1954173578112546849848947568,3632.9309806287139864761404677104,0.45004331305718417506122335563905,0.28960642278202506332808265280065,302222526809831.02585340199197834,0.99999999999999999999858128499803
17,313288318473107.9375,880.54057067392257493019865931919,3893.4049740831269995926473882491,0.41703600521675588899899952268797,0.39329578437740239301414441198962,313288318472438.11565159151866574,0.99999999999999999999837608934323
18,324759280942916.625,942.08186963470526525764948051442,4172.5148925268257180499442261037,0.38650487814073095698724307211612,0.53469103421465088508864873594338,324759280942172.34567854905566761,0.99999999999999999999813992894311
19,336650249433457.5,1008.1128162349752037504101487754,4471.5900590116959296464883184514,0.35825442151911012332532620680498,0.72761503438088457287415048264091,336650249432630.21825451195728229,0.9999999999999999999978681244524
20,348976602345444.375,1078.9488654665931818041542263061,4792.0578378834148259517845514723,0.33210645818477027372953057003079,0.99098220145155882795336827180012,348976602344524.57201161678992427,0.99999999999999999999755528624274
21,361754281155352.1875,1154.9274728006286265962709854678,5135.4437750416325429628710845402,0.30789783526919383776057438409516,1.3506738140675794212625477388269,361754281154329.26106835898898683,0.9999999999999999999971952114821
22,374999811032272.4375,1236.4105378409695198864048298516,5503.3825961110015205339051634298,0.28547924179857539931821346838307,1.8421083008955956640778103562297,374999811031134.57701777948768869,0.99999999999999999999678076470341
23,388730322209649.125,1323.7860793112658744135356035067,5897.6257217937116281486905554272,0.26471382063029064574753042700443,2.5137677188953245556314869604334,388730322208383.17617347799500535,0.99999999999999999999630372593389
24,402963572139540.0625,1417.4697764974236666852230465862,6320.048186642980120044970400263,0.24547591388534590856804300049107,3.432014374904566271179524381299,402963572138131.3734807994182236,0.99999999999999999999575463755487
25,417717968458051.1875,1517.9076785152961442267239280984,6772.6608255759249936264858787333,0.22765014813844916143970343280916,4.6877011338006793975659022301516,417717968456483.43724665544374568,0.99999999999999999999512261123241
26,433012592791637.1875,1625.5776775908685977458546227307,7257.6168864521800656040374507949,0.21113035974309257699141311392935,6.405212396251783088158254458056,433012592789892.19785664494757885,0.99999999999999999999439511485384
27,448867225435062.0625,1740.9919555893387442361127052349,7777.223032701898457930207426866,0.19581880439216532508767428782417,8.754857374797374480157483022509,448867225433119.58472738370260764,0.9999999999999999999935577193747
28,465302370932943.5,1864.6999163611780404654379375066,8333.9525292710195968219362180866,0.18162546363406123924610329904104,11.969838580760577800729139841237,465302370930780.98125609192935005,0.99999999999999999999259381741732
29,482339284597958.875,1997.2901034351240736667216267575,8930.4538601419614471559440446877,0.16846728949948523161620133729036,16.369474864628616584659511116986,482339284595551.19006285843005008,0.99999999999999999999148429881396
30,499999999999999.9375,2139.3933784751518116197874724953,9569.5650203243767454026875829935,0.15626765497216257432339891124967,22.391073802176960296827011962488,499999999997319.1042719641318467,0.99999999999999999999020714923216
31,669855006956597.25,3745.0417724965836739595236923547,16784.267259968454692263487502872,0.084868408423798399311252787671697,287.53886935914726155889710486664,669855006950162.38248586520445942,0.99999999999999999996938050395327
32,897411460689642.375,6561.0291573473704268096093689278,29428.293524644848423476291591902,0.046132871830644860424565997418269,3709.1269285431153852309570972923,897411460674176.21469415339989768,0.99999999999999999990396271385224
33,1202271120486381.0,11497.957240973574173975512650229,51590.108189207017707513056836544,0.025088442918790364655595666759389,47924.791449066615352304992623126,1202271120449195.3790131737693777,0.99999999999999999969844032953878
34,1610694659554241.75,20153.516556080728416329199674646,90441.320929722244907382933752243,0.013648011111272084071419532801732,619730.75971245904446513612828122,1610694659464829.7044892062094598,0.99999999999999999905262898320094
35,2157863764761321.5,35330.935526643409744004936032376,158563.75638564067711747383829974,0.0074263011382629736477298935345204,8018744.4681227626793215397300415,2157863764546332.9659229795620269,0.999999999999999997022920276464
36,2890911694311157.0,61949.252288479812504497469303499,278034.86159269880159858090200659,0.0040417806072122256427270065773133,103812756.68725366622223980749972,2890911693794231.3513971165621417,0.99999999999999999064261161983355
37,3872983346207417.5,108641.72237179165285725671249546,487601.27579991368239234592481473,0.0022002123089641473112361182013616,1344727607.1111793406104136451747,3872983344964519.0952973696242645,0.99999999999999997058274699657772
38,5188674572633110.0,190563.00331428040401627839650635,855277.06787252285121321925931723,0.001197966945506202382696428059761,17428404609.328912381070186748966,5188674569644701.838997133515861,0.99999999999999990750284513875842
39,6951319283893344.0,334320.05159965589550347166903672,1500472.5585366586738336986484062,0.00065239564836515272064825979059851,226005993221.02550271938448983589,6951319276708084.6912556980027761,0.99999999999999970910859843943858
40,9312752054539772.0,586634.81945917935401918914897702,2632870.1740478783761362507499802,0.00035535403347859715443715755242185,2932372753340.2576844956366595163,9312752037263731.542180875958041,0.99999999999999908502819039009586
41,12476387184557560.0,1029565.5618317053536010087869233,4620732.7628707330872827288451007,0.00019359477748609906829095611820597,38067310102785.745269000503412826,12476387143019538.068947159216646,0.99999999999999712156026011361704
42,16714740848610012.0,1807256.6958868829838705230355033,8110946.9594574557939839474649339,0.00010548885508131468432040019362212,494441961352264.28531196175146079,16714740748737127.103800263880998,0.99999999999999094314242028128493
43,22392905694846760.0,3172956.4560871557609323366580837,14240018.480116756688063725798228,0.000057490824078780818464828695441439,6425465803820593.5980994718520378,22392905454714908.811873051351128,0.99999999999997149852515665574123
44,30000000000000012.0,5571672.0266009317917590678978014,25004989.276542079410314917504327,0.000031337767622401820732094595400607,83544155808784155.869503817593795,29999999422632351.788475210314207,0.99999999999991029327037803172583
